ID,NUtrision classfication,KULFFI,HS-01,HS-02,HS-03,HS-04,HS-05,HS-06,HS-07,HS-08,HS-09,HS-10,HS-11,HS-12,HS-13,HS-14,HS-15,HS-16,HS-17,HS-18,HS-19,HS-20,HS-21,HS-22,HS-23,HS-24,HS-25,HS-26,HS-27,HS-28,HS-29,HS-30,HS-31,HS-32,HS-33,HS-34,HS-35,HS-36,HS-37,HS-38,HS-39,HS-40,HS-41,HS-42,HS-43,HS-44,HS-45,HS-46,HS-47,HS-48,HS-49,HS-50,HS-51,HS-52
020,Disaccharides,KULFFI-20,1.97.E+07,4.20.E+07,5.40.E+07,9.30.E+07,1.01.E+08,,,9.06.E+07,1.10.E+08,9.79.E+06,4.78.E+06,9.88.E+07,4.35.E+07,4.69.E+07,3.54.E+07,3.94.E+07,,4.82.E+07,1.08.E+08,,7.72.E+06,,2.03.E+07,3.99.E+07,4.18.E+07,1.27.E+07,1.03.E+07,4.05.E+06,4.83.E+05,1.42.E+07,1.40.E+07,1.42.E+07,5.46.E+06,3.16.E+05,9.57.E+06,Undetermined,1.35.E+07,3.81.E+07,7.95.E+06,,5.16.E+06,8.95.E+06,2.91.E+06,Undetermined,2.01.E+07,7.49.E+05,3.42.E+06,6.15.E+06,3.45.E+07,3.48.E+05,4.89.E+06,Undetermined
021,Disaccharides,KULFFI-21,1.61.E+07,4.76.E+07,4.42.E+07,5.66.E+07,1.50.E+08,,,1.38.E+08,9.16.E+07,1.04.E+07,2.10.E+07,6.25.E+07,3.14.E+07,4.23.E+07,3.59.E+07,5.31.E+07,,7.52.E+07,8.11.E+07,,1.84.E+07,,1.90.E+07,4.27.E+07,1.24.E+08,4.95.E+07,4.31.E+07,1.21.E+07,2.55.E+06,4.58.E+07,6.27.E+07,5.78.E+07,2.71.E+07,1.50.E+06,3.04.E+07,1.22.E+06,3.05.E+07,1.21.E+08,4.78.E+07,,1.95.E+07,4.09.E+07,1.06.E+07,9.38.E+05,5.61.E+07,4.34.E+06,1.96.E+07,4.02.E+07,3.00.E+07,1.17.E+06,3.66.E+07,Undetermined
022,Disaccharides,KULFFI-22,1.64.E+07,5.39.E+07,3.47.E+07,6.74.E+07,7.63.E+07,,,1.05.E+08,8.80.E+07,9.72.E+06,7.22.E+06,9.52.E+07,4.83.E+07,3.68.E+07,3.08.E+07,3.33.E+07,,6.12.E+07,6.03.E+07,,6.27.E+06,,1.04.E+07,2.54.E+07,7.90.E+07,1.99.E+07,1.32.E+07,8.36.E+06,7.58.E+05,1.68.E+07,2.04.E+07,2.72.E+07,1.07.E+07,5.73.E+05,1.21.E+07,4.63.E+05,2.27.E+07,6.33.E+07,1.52.E+07,,1.96.E+06,8.61.E+06,5.34.E+06,Undetermined,3.18.E+07,9.08.E+05,4.70.E+06,1.52.E+07,1.11.E+07,5.65.E+05,1.07.E+07,Undetermined
023,Disaccharides,KULFFI-23,1.16.E+07,2.63.E+07,3.11.E+07,5.64.E+07,4.21.E+07,,,7.41.E+07,5.82.E+07,6.12.E+06,3.43.E+06,7.20.E+07,1.86.E+07,3.62.E+07,1.82.E+07,1.78.E+07,,3.75.E+07,2.34.E+07,,6.85.E+06,,2.09.E+07,3.84.E+07,1.08.E+08,2.38.E+07,2.08.E+07,1.32.E+07,1.73.E+06,1.08.E+07,3.65.E+07,3.82.E+07,2.03.E+07,8.36.E+05,2.07.E+07,4.49.E+05,3.10.E+07,7.93.E+07,2.12.E+07,,6.15.E+05,1.78.E+07,1.12.E+07,Undetermined,4.14.E+07,1.67.E+06,6.73.E+06,1.77.E+07,1.17.E+07,7.84.E+05,1.57.E+07,Undetermined
024,Disaccharides,KULFFI-24,2.29.E+06,6.90.E+06,5.03.E+06,2.07.E+07,8.63.E+06,,,2.18.E+07,1.70.E+07,2.33.E+06,1.63.E+06,1.89.E+07,1.08.E+07,7.36.E+06,4.85.E+06,8.95.E+06,,7.49.E+06,1.58.E+07,,1.17.E+07,,1.76.E+07,5.82.E+07,1.08.E+08,6.16.E+07,3.21.E+07,1.70.E+07,1.64.E+06,4.22.E+07,4.37.E+07,4.04.E+07,2.13.E+07,1.80.E+06,3.15.E+07,1.09.E+06,5.45.E+07,9.86.E+07,2.93.E+07,,3.43.E+07,2.89.E+07,1.24.E+07,9.78.E+06,5.61.E+07,3.60.E+06,1.62.E+07,3.26.E+07,3.24.E+07,1.32.E+06,2.77.E+07,Undetermined
025,Disaccharides,KULFFI-25,4.92.E+06,1.36.E+07,1.38.E+07,4.26.E+07,2.15.E+07,,,4.73.E+07,2.97.E+07,4.14.E+06,2.11.E+06,2.45.E+07,1.37.E+07,1.59.E+07,9.82.E+06,1.54.E+07,,2.06.E+07,3.83.E+07,,1.30.E+07,,3.17.E+07,7.61.E+07,1.69.E+08,9.48.E+07,4.71.E+07,1.72.E+07,2.47.E+06,7.29.E+07,8.79.E+07,5.77.E+07,3.08.E+07,1.41.E+06,3.59.E+07,1.20.E+06,8.12.E+07,1.33.E+08,5.71.E+07,,2.96.E+07,4.45.E+07,2.18.E+07,Undetermined,6.56.E+07,3.32.E+06,2.30.E+07,5.02.E+07,2.55.E+07,2.92.E+06,2.79.E+07,Undetermined
026,Monosaccharides/Polyols,KULFFI-26,8.02.E+06,3.07.E+07,1.71.E+07,1.05.E+08,2.74.E+07,,,8.35.E+07,5.96.E+07,4.28.E+06,2.34.E+06,4.66.E+07,2.44.E+07,1.80.E+07,1.40.E+07,2.55.E+07,,1.88.E+07,4.36.E+07,,4.95.E+07,,5.45.E+07,1.28.E+08,2.07.E+08,9.59.E+07,6.10.E+07,4.79.E+07,8.52.E+06,7.75.E+07,4.43.E+07,8.24.E+07,3.79.E+07,1.68.E+06,3.57.E+07,9.53.E+05,7.87.E+07,1.30.E+08,6.65.E+07,,6.03.E+07,4.60.E+07,7.54.E+07,2.44.E+07,6.77.E+07,5.29.E+06,2.51.E+07,4.48.E+07,2.99.E+07,1.95.E+06,4.31.E+07,Undetermined
027,Monosaccharides/Polyols,KULFFI-27,1.38.E+07,3.32.E+07,2.83.E+07,4.78.E+07,6.75.E+07,,,1.00.E+08,6.99.E+07,7.76.E+06,8.90.E+06,4.95.E+07,1.87.E+07,3.79.E+07,1.36.E+07,3.26.E+07,,5.14.E+07,4.54.E+07,,2.01.E+07,,5.37.E+07,1.02.E+08,1.64.E+08,4.72.E+07,3.80.E+07,3.00.E+07,7.98.E+06,2.62.E+07,6.64.E+07,8.37.E+07,4.00.E+07,1.29.E+06,2.46.E+07,3.92.E+05,6.99.E+07,8.32.E+07,5.16.E+07,,1.94.E+06,2.90.E+07,2.44.E+07,Undetermined,7.47.E+07,5.67.E+06,2.16.E+07,4.53.E+07,8.49.E+07,1.13.E+06,1.60.E+07,Undetermined
028,Monosaccharides/Polyols,KULFFI-28,1.16.E+07,3.89.E+07,3.12.E+07,1.32.E+08,7.15.E+07,,,8.68.E+07,1.26.E+08,2.08.E+06,8.10.E+06,1.50.E+08,8.64.E+07,3.10.E+07,2.37.E+07,2.60.E+07,,3.33.E+07,1.39.E+08,,3.43.E+07,,2.90.E+07,9.80.E+07,8.79.E+07,5.74.E+07,2.34.E+07,1.76.E+07,1.47.E+06,5.14.E+07,4.36.E+07,4.12.E+07,3.31.E+07,1.05.E+06,1.20.E+07,1.61.E+06,3.38.E+07,1.01.E+08,3.90.E+07,,4.40.E+07,3.77.E+07,2.16.E+07,1.61.E+07,4.08.E+07,4.27.E+06,2.32.E+07,3.04.E+07,3.84.E+07,1.51.E+06,4.94.E+07,1.98.E+06
029,Monosaccharides/Polyols,Erythritol,1.61.E+07,3.93.E+07,3.83.E+07,1.40.E+08,8.44.E+07,,,1.55.E+08,6.44.E+07,9.93.E+06,7.05.E+06,7.96.E+07,8.88.E+07,2.78.E+07,2.66.E+07,3.14.E+07,,3.35.E+07,1.69.E+08,,1.92.E+07,,2.62.E+07,4.51.E+07,1.99.E+07,1.56.E+07,9.52.E+06,3.43.E+06,3.53.E+05,1.27.E+07,7.64.E+06,1.20.E+07,8.12.E+06,3.84.E+05,5.36.E+06,Undetermined,7.04.E+06,4.06.E+07,5.40.E+06,,1.09.E+07,1.34.E+07,1.01.E+07,Undetermined,1.47.E+07,1.01.E+06,7.43.E+06,1.14.E+07,1.86.E+07,4.26.E+05,1.33.E+07,5.59.E+05
